Reporter,Partner,Product categories,Indicator Type,Indicator,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Malaysia,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,34366.25,25984.21,23342.31,22551.07,20706.83,19353.88,18928.95,19702.6,18440.58,19718.96,18850.44,18981.09,17235.96,24810.58,27543.32,30186.52,27815.73,23767.42,20539.53,18828.73,17815.89,20159.49
Malaysia,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,18079.87,16594.01,16583.18,16106.14,15209.25,13418.64,14226.54,16009.27,16087.78,15884.98,18106.86,17551.42,13835.48,16834.42,15776.16,16434.45,14776.36,15258.59,12850.6,13376.91,11838.63,13636.64
Malaysia,Singapore,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,41847.31,33816.09,33090.8,34756.98,31195.41,27581.07,27842.99,33262.67,31778.87,30931.15,28812.58,26552.83,21931.9,29064.21,25590.47,24757.81,22078.78,18931.04,16522.64,15964.09,14912.9,18045.93
Netherlands,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,108104.45,85522.49,87905.14,91644.72,83979.47,73922.46,72793.1,83355.37,84312.09,79488.93,84792.35,78104.31,73281.54,95216.95,84579.79,69729.45,59126.33,55828.06,46470.13,37702.36,36055.7,35433.27
Netherlands,United Kingdom,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,31334.75,22881.68,27619.95,31002.64,26294.23,23331.7,22798.69,33772.71,36482.08,35204.28,34091.32,29336.73,24616.21,31272.7,26854.41,22783.61,19357.5,18248.0,16999.88,15558.47,17429.01,19015.85
Netherlands,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,160431.58,121983.77,128001.85,133402.35,120674.25,107318.6,109257.78,138757.28,141981.27,136461.77,137940.81,119690.61,104921.01,133509.59,112490.19,99146.67,83272.32,75773.81,64216.03,53348.2,55260.69,54912.53
Netherlands,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,45084.22,39909.63,44606.96,47390.15,44297.08,42895.47,40459.47,48817.62,48518.68,44548.08,44969.45,39323.54,36107.42,49490.83,43508.16,35714.63,32219.56,32052.95,27099.92,24116.27,24080.59,23074.34
Netherlands,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,56096.61,42456.97,45054.67,46109.58,42559.57,37957.17,36737.56,47148.31,47724.23,46609.44,50424.79,43089.33,38347.76,47707.81,39195.28,33023.34,32004.65,30705.35,26533.34,22107.63,22343.51,22555.33
Netherlands,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,47590.03,39139.0,41772.67,39915.35,34911.65,33469.12,33340.11,36222.28,35349.57,33945.25,32781.6,33216.01,32081.66,39955.9,33091.65,29846.02,24457.6,22684.25,18374.24,17232.74,19280.36,20319.08
Netherlands,Belgium,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,61614.52,47351.86,50763.59,52122.26,47667.03,41363.8,42030.17,49195.81,49861.05,48464.72,50673.2,42243.16,38290.26,49942.6,45416.31,38989.92,33516.38,30964.58,26619.04,21334.88,18073.15,18401.29
Netherlands,Belgium,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,74138.08,56465.47,58276.37,59686.4,54364.26,48189.12,48705.53,63111.3,63517.8,62389.32,67722.18,54730.61,48299.83,63312.9,56823.2,49767.76,40914.7,36606.94,31037.43,25964.66,25530.58,25134.09
Norway,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,10975.63,9261.01,9293.0,9522.8,9486.93,8712.64,8620.18,10566.33,11129.27,10816.25,10880.85,9506.89,8726.24,11812.07,10839.28,8633.92,7456.78,6572.37,5280.04,4551.48,4166.86,4095.72
Norway,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,35548.04,9970.85,15056.59,19687.01,15822.79,12774.56,18451.94,24476.88,26702.19,19279.13,17041.11,14453.96,14578.34,21009.45,16701.04,15028.56,13085.21,10823.06,8841.5,7562.02,7176.75,6309.58
Norway,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,37878.59,14324.47,20949.49,26554.34,21523.28,18548.82,20873.29,32894.51,37366.12,42622.02,45141.29,35867.94,26987.92,45775.45,35585.4,32663.74,25997.77,18582.55,14428.62,11514.65,11574.63,12433.29
Norway,Sweden,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,11114.97,8646.25,10111.22,10569.27,9819.38,8675.9,8765.59,10949.47,11954.5,11821.43,12143.83,10806.93,9419.28,12564.02,11706.69,9625.25,8001.05,7583.88,6395.91,5350.88,5022.23,5066.46
Norway,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,12844.24,8151.25,11548.88,13028.37,10135.33,9523.67,11406.82,19267.98,16869.32,19709.8,18726.52,15537.3,13300.14,17683.26,13945.41,12533.95,10313.71,8440.08,6522.79,5701.08,6150.69,6902.15
New Zealand,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,3122.59,2043.98,2761.54,3032.83,2960.72,2556.77,2389.22,2833.25,2530.47,2473.65,2921.3,2245.58,1895.1,2802.55,2911.17,2407.55,2872.26,2587.67,2171.11,1803.12,1467.44,1558.66
New Zealand,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,11774.05,8296.25,8542.93,8633.41,7748.41,7203.34,7146.24,7198.99,6770.77,6248.99,7438.83,4887.41,3856.21,4565.4,4122.26,3222.41,2838.41,2242.77,1663.06,1205.41,927.22,870.68
New Zealand,Australia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,5558.26,5219.34,5741.38,6336.41,6252.05,5757.64,5850.8,7292.24,7491.51,8023.93,10847.78,7230.35,5739.72,7124.89,5910.75,4583.03,4645.55,4239.42,3560.99,2883.27,2597.59,2709.0
New Zealand,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,2499.37,2281.3,2310.72,2421.32,2275.54,2070.15,2071.44,2442.37,2322.79,2600.28,3440.53,2434.23,1773.35,2575.79,2478.41,2303.62,2298.79,2280.51,1817.58,1654.12,1716.08,1796.11
New Zealand,Australia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5544.21,4394.54,4873.69,5012.94,4910.88,4534.23,4330.14,5172.23,5262.19,5818.69,7367.04,5563.27,4702.5,6190.66,6361.78,5378.05,5405.97,5189.48,4189.76,3418.46,2914.55,3078.19
New Zealand,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,4717.26,4298.42,3717.73,3821.02,3781.11,3685.68,4040.22,3911.88,3344.22,3428.08,3998.5,2711.58,2485.51,3124.94,3105.08,2946.48,3086.94,2938.97,2397.64,2207.03,2038.66,1930.59
New Zealand,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,4257.55,3568.67,4227.47,4419.57,4286.94,4081.07,4309.48,4945.46,3722.82,3566.85,5036.74,3186.63,2760.9,3271.61,3021.54,3092.49,2875.42,2612.4,2185.74,2047.98,2144.97,2417.91
"Other Asia, nes",Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,56274.24,46149.04,44065.75,44073.53,41999.29,40662.69,38644.4,41678.07,43069.3,47650.05,52167.51,51940.36,36312.87,44619.76,46016.71,46283.56,45940.3,43842.43,32719.52,27276.75,25847.74,38556.95
"Other Asia, nes","Hong Kong, China",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,63161.94,49263.14,40369.86,41552.19,41278.67,38394.88,38016.51,42526.67,39211.75,37857.54,39918.17,37687.14,29428.63,31236.27,37932.72,37380.41,30720.71,29879.04,30868.19,30847.54,26964.26,31335.63
"Other Asia, nes","Korea, Rep.",All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,30719.66,20683.89,17760.69,19539.31,16913.96,14636.79,13012.61,14781.43,15732.54,15098.31,17840.96,16050.14,10529.92,12622.88,15183.73,14999.44,13203.48,11684.68,8738.16,7711.04,6704.91,8987.94
"Other Asia, nes",China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,82705.89,63893.56,57437.91,53753.57,50081.52,44015.14,44113.85,48013.72,42487.42,40960.33,43551.0,35915.78,24490.5,30099.95,28057.95,24782.28,19927.67,16755.84,11017.89,7950.8,5910.74,6230.02
"Other Asia, nes",Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,29297.94,23564.2,23303.12,23070.63,20817.34,19573.74,19253.78,19890.7,19114.4,18955.01,18163.64,17959.99,14497.98,16827.63,15908.48,16300.06,14480.68,13222.55,12429.91,11983.6,12759.3,16599.2
"Other Asia, nes",United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,65947.05,50910.14,46347.32,39766.37,37044.78,33590.98,34254.96,34908.77,32446.32,32985.23,36257.6,31432.11,23619.29,29569.8,32095.87,32437.54,28567.95,28229.59,26607.04,26824.76,27714.72,34903.0
"Other Asia, nes",United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,39786.66,33055.8,35154.75,35019.84,30542.18,28816.17,26591.58,27698.83,25460.52,23876.92,26022.35,25571.17,18336.93,25370.21,26731.53,22801.08,21064.81,21806.86,17047.65,18132.16,18250.44,25144.2
Poland,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,70635.85,55799.65,52736.1,59956.98,49468.65,43177.7,42886.47,47026.9,44229.67,40068.8,46426.28,37784.4,33418.47,48555.43,39434.62,30144.3,25053.38,21479.22,16543.81,13362.47,12003.27,11661.47
Poland,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,91052.4,73512.69,69224.85,73691.77,60209.65,53033.75,52261.45,55615.02,50941.99,44741.11,48868.86,40890.94,35679.59,43104.49,35901.25,29701.29,25224.69,22132.31,17241.53,13209.2,12377.32,11005.32
Poland,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,16137.56,14567.93,15236.62,16198.25,14071.24,12979.53,13240.92,13663.25,13313.87,12159.68,12169.16,9956.0,8771.56,9900.62,8238.02,6254.01,4995.6,3986.45,2676.13,2104.52,1778.87,1397.81
Poland,Russian Federation,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,20114.28,11520.67,16014.23,19641.83,14761.0,11536.97,14359.23,23405.6,25261.1,27956.18,25531.51,18200.71,12834.41,20544.99,14352.84,12145.03,8985.5,6390.63,5202.01,4394.27,4408.98,4605.23
Poland,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,18108.96,14191.21,14630.82,14518.56,12342.73,10784.78,10826.93,12018.23,11450.67,10464.73,11534.25,10730.66,9498.91,10668.03,8443.14,6823.14,5558.48,4454.32,3251.48,2450.79,1932.79,1623.64
Poland,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,16740.65,12759.08,12274.11,13433.54,10934.77,9609.33,9818.16,11388.32,10729.24,9628.33,11134.64,9725.56,10165.68,13689.41,11235.94,8530.13,7181.0,6934.14,5750.31,4572.69,4110.8,4036.07
Portugal,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,12210.78,10385.97,11871.97,13241.09,10761.72,9130.9,8542.15,9654.87,8615.53,8220.12,10173.85,10761.95,9478.36,12621.54,11443.99,10076.74,9160.67,8086.33,6893.64,5988.5,5434.16,5474.09
Portugal,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,8292.67,7296.14,8040.83,8511.21,7066.93,6460.08,6523.79,7462.33,7312.27,7195.07,8072.2,6408.0,5705.15,7200.88,6697.59,5772.63,4738.21,4909.84,4704.37,4565.46,4573.95,4390.7
Portugal,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,6593.86,5812.81,8789.6,7292.71,5770.48,5234.8,4954.53,5552.04,5092.56,4773.47,5581.72,5589.8,5982.24,7633.03,7124.24,6000.46,5532.33,5318.68,4615.91,4098.69,4029.12,4233.71
Portugal,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3910.49,3502.79,4062.65,4711.8,4119.69,3915.43,3721.82,3910.86,3468.24,3068.46,3107.54,2686.88,2475.81,3105.95,3138.24,3045.26,3162.6,3481.86,3272.41,2682.38,2459.61,2645.12
Portugal,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,9867.97,8350.53,8672.15,9430.73,7803.44,6997.3,6689.07,7517.09,7296.87,6881.66,7246.24,5907.17,5464.6,6720.74,6566.31,5588.31,5196.56,5072.48,4195.98,3493.54,3062.9,3082.32
Portugal,Spain,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,20125.65,15598.3,16582.02,18733.96,15641.89,14307.76,13652.2,14990.4,14837.36,13054.72,14845.88,13341.21,12032.67,15899.94,15024.9,12690.49,10625.9,9366.74,7578.39,5408.75,4652.85,4690.44
Portugal,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5063.56,4058.88,4600.85,5088.23,4263.7,3741.06,3619.22,4082.02,3874.57,3770.68,4487.63,4406.82,4171.93,5075.18,4520.85,4181.82,3743.53,3432.53,3023.32,2693.58,2700.36,2844.0
Portugal,Spain,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,32288.59,25246.09,27325.13,30059.8,25424.36,22508.08,22100.9,25516.99,24427.6,23086.45,26674.92,24886.92,23516.77,29095.12,25540.7,21822.73,19615.73,17092.7,14168.72,11561.92,10804.53,10330.14
Romania,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,23473.83,19172.18,19506.53,20025.06,17127.14,15291.04,13846.87,14871.05,13690.63,12220.18,13049.29,10361.36,9433.52,13894.73,12157.13,7836.2,5651.93,4867.57,3559.81,2655.6,2364.52,1922.98
Romania,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,18153.09,16193.18,17343.32,18391.58,16217.81,13675.88,11969.66,13440.97,12215.48,10762.25,11687.89,8928.65,7607.41,8148.01,6867.38,5130.53,3890.61,3513.9,2771.03,2165.53,1781.13,1626.97
Romania,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,5647.36,4782.41,5330.92,5686.44,4776.15,4589.08,4124.74,4733.14,4461.13,4052.58,4688.02,4115.44,3316.37,3673.7,3120.87,2446.2,2063.08,1994.74,1295.17,1056.15,918.98,722.5
Romania,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,9233.13,7629.83,8704.58,9152.15,7940.39,7373.69,7534.32,8291.42,7565.96,6996.38,8054.2,6838.7,6276.85,7710.68,6893.96,5843.35,5336.46,4979.52,4249.89,3462.09,2837.66,2318.73
Romania,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,10345.4,8216.21,8816.68,9185.49,8568.33,7650.97,7605.3,8425.16,8057.54,7692.52,8683.23,7171.29,6354.36,9785.52,8960.92,7534.27,6256.54,5601.84,4688.55,3694.17,3099.88,2443.18
Singapore,"Hong Kong, China",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,60147.38,46194.24,44377.36,48665.61,46010.51,43261.08,41130.3,45806.23,46061.29,46312.28,45053.16,41272.86,31292.27,35169.39,31461.65,27316.38,21538.03,17641.29,14455.56,11456.56,10818.99,10838.36
Singapore,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,54610.68,47367.51,49032.83,49634.34,45343.52,40493.11,42146.58,44447.98,43967.5,39691.55,38262.59,33671.88,25954.49,33797.29,31968.24,27353.39,20549.16,16188.21,11068.22,8861.66,7205.24,7115.54
Singapore,Malaysia,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,53729.37,41706.1,41689.72,42774.63,38859.61,32235.2,33067.7,39068.13,40877.41,40482.21,39184.53,36431.45,28530.42,38183.05,34443.45,31179.41,27336.0,24972.5,21551.04,21213.54,20092.96,22832.0
Singapore,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,39316.82,40225.65,34401.08,31863.38,24183.05,22754.0,23225.8,23145.42,23262.56,22415.8,22205.37,22951.03,17709.24,24169.86,26675.3,27635.19,23870.56,23293.56,20557.84,19093.8,18741.0,23891.13
Singapore,Malaysia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,42130.41,33263.82,41152.42,44891.02,39579.73,35634.04,38673.59,50111.71,51893.91,51567.8,50999.15,42367.42,31189.84,41144.67,38894.24,35898.03,30568.27,27268.12,23104.77,21805.45,21120.88,25025.86
Singapore,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,40573.14,35153.53,43939.38,42103.03,34619.09,30999.02,33519.8,38287.22,38952.7,38690.42,39011.17,35622.01,29216.31,37919.09,32704.66,30279.0,23490.22,20700.5,17982.77,16599.86,19148.65,20269.8
Slovenia,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,6403.34,5130.02,5535.41,5908.47,5320.54,4685.22,4453.4,4955.18,5023.31,4591.89,5051.72,4273.04,3957.82,5770.08,5149.21,4142.63,3383.17,3104.26,2571.25,2021.8,1876.91,1872.11
Slovenia,Croatia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3648.47,3003.23,3234.24,2959.62,2546.81,2299.05,2064.58,2357.59,1972.57,1743.51,1956.39,1640.75,1729.06,2505.91,2135.2,1821.21,1620.22,1446.87,1140.69,901.98,798.77,688.04
Slovenia,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,8180.87,6758.56,7086.59,7404.93,6439.47,5711.11,5487.06,6117.05,5834.08,5730.09,6112.16,4795.65,4410.99,5524.47,5004.22,4136.32,3562.32,3423.51,2948.35,2560.89,2428.16,2375.74
Slovenia,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,4905.34,3491.45,4341.34,4547.37,3671.65,3026.55,2986.47,3624.18,3308.24,3062.49,3449.42,2959.49,2598.01,3536.24,3514.65,2707.55,2265.06,2068.65,1667.66,1246.46,1154.05,1186.42
Slovenia,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,5190.53,3957.34,4811.61,4952.74,4503.75,3785.54,3793.67,4540.79,4487.87,4913.3,5157.75,4155.71,3744.24,5596.73,4878.2,3920.63,3413.89,3078.55,2480.28,1934.75,1777.48,1747.93
Slovenia,Austria,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,3255.62,2736.67,3110.78,2928.79,2479.61,2165.7,2225.27,2594.87,2551.03,2298.13,2445.13,2090.61,1974.44,2825.1,2458.54,1897.8,1552.89,1447.66,1154.8,874.98,833.95,823.41
Slovenia,Austria,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,3022.07,2390.63,2545.58,2748.71,2409.29,2161.57,2204.34,2714.22,2480.74,2225.75,2245.2,1974.69,1746.13,2293.94,2072.87,1820.2,1442.89,1185.98,935.09,730.35,692.26,655.89
Sweden,Denmark,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,14664.11,11668.76,11066.88,11441.96,10445.67,9690.41,9510.98,11271.35,11359.37,11010.54,11487.33,10306.14,9618.22,13580.08,12466.5,10598.54,8969.33,8223.11,6543.4,5058.87,4618.28,5017.63
Sweden,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,31739.72,26978.66,28208.44,30438.16,28813.21,26403.31,24728.94,28182.62,27992.32,28357.93,32328.56,26758.23,21472.5,29875.83,27986.16,22926.76,20199.92,18864.41,15639.19,12381.31,11280.9,12752.6
Sweden,Norway,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,20254.23,16337.1,16982.09,17251.72,15441.32,14102.14,14107.67,17036.35,17670.76,17546.13,17507.71,15623.25,13828.39,17471.45,15907.05,13460.13,11305.42,10651.37,8824.74,7209.26,6510.35,6556.33
Sweden,Denmark,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,12960.3,10087.23,10478.72,12027.15,11056.45,10668.07,10554.44,11911.37,12959.97,13839.5,14479.89,12308.79,10758.18,15860.88,13962.51,12278.34,10587.12,9278.52,7793.47,6090.53,5420.27,5490.28
Sweden,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,19422.65,16128.22,16426.17,17631.59,16349.16,14282.18,13978.88,16015.51,16102.61,16500.16,17952.27,15246.3,13357.55,19083.57,17666.35,14661.97,13520.75,12549.48,10194.61,8316.94,8060.57,9549.7
Sweden,Norway,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,19043.84,13481.43,13316.33,14065.43,11768.75,10981.84,10786.06,12719.51,13482.15,14123.17,14994.91,12970.54,10823.11,14961.92,13018.3,10840.01,9080.77,7662.56,6447.21,5267.07,5350.45,5976.58
United States,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,138194.63,117393.02,129857.18,128345.62,119962.97,116259.43,127170.57,125532.37,114338.45,109216.64,100675.93,84129.52,72632.76,99758.48,96631.6,91215.23,86873.02,79143.13,69681.5,63905.16,59075.09,58511.3
United States,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,139389.68,122483.99,146974.31,145902.25,139733.0,135071.04,135023.8,137503.84,138574.36,146431.64,132558.8,123762.73,98401.03,143351.76,149423.01,152244.04,141861.46,133551.8,121238.59,124566.14,126473.31,146479.39
United States,Canada,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,363904.69,276195.55,326628.56,325683.55,305647.66,282919.22,301942.71,354171.83,331016.25,323026.4,317921.22,280426.52,227577.35,339074.08,317481.9,307723.06,294382.27,260161.29,225035.35,212398.4,216234.13,230816.14
United States,Mexico,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,388357.52,328861.8,361320.94,349195.25,315733.53,296199.94,299181.82,296855.76,280539.04,277586.31,265113.82,232251.41,178321.65,218066.23,212878.01,200499.68,172388.58,157881.92,139686.66,136025.06,131334.7,135923.12
United States,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,541531.35,457164.22,472464.91,563203.12,525764.71,481310.45,504028.12,486296.24,440351.8,425557.37,417340.26,382964.82,309530.23,356304.56,340106.65,305778.88,259836.02,210500.13,163313.86,133510.39,102267.29,100012.9
United States,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,74960.7,64090.7,74650.66,75226.09,67582.5,63245.05,62441.25,66825.97,65213.79,69971.99,65791.78,60469.05,51178.32,66573.42,62663.67,59647.55,54679.31,53568.57,52003.77,51447.93,57449.65,64921.65
United States,Mexico,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,276458.85,212671.75,256371.09,265434.78,243507.47,230228.82,235745.09,240247.09,226070.23,215875.04,198288.69,163664.58,128997.66,151524.8,136520.32,134127.53,120246.88,110731.25,97411.74,97470.19,101295.13,111338.63
United States,Canada,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,306926.75,255021.62,292338.43,299744.49,282450.32,266701.92,280582.45,312371.47,300685.61,292567.77,281237.17,249248.67,204720.83,260890.17,248408.65,230244.13,211895.29,189878.78,169920.17,160918.22,163421.12,178919.99
